ID,Description,Entry_ID,Antonym,Bibliographical_Reference,Encyclopedic_Info,Etymology_Source,Infobox,Infobox_Teanu,Lexical_Function_Gloss,Literally,Media_IDs,Scientific_Name,Semantic_Domain,Sense_Comment,Synonym,Syntactic_Restriction,Typical_Subject
SN002625,"ray, stingray",voro_2,,,,,,,,,82573b957b29e2cd0aad10db984caded,Rajiformes spp,Fish,gen,,,
SN002626,Blue-spotted ray,voro_bele_voro_1,,,,,,,,ray for sander,,Taeniura lymma,Fish,,,,
SN002627,Devil ray,voro_menuko_1,,,,,,,,bird-like ray,,Mobula spp,Fish,,,,
SN002628,Spotted eagle ray,voro_uvilo_1,,,,,,,,rat-like ray,,Aetobatus narinari,Fish,,,,
SN002629,"discuss, deliberate; instruct, give instructions",LX000506,,,,,,,,,,,,,,,
SN002630,hold a meeting,LX000507,,,,,,,,instruct speech,,,,,LX000526,,
SN002631,"promise (that, [~ko](LX000166))",LX000508,,,,,,,,instruct it-stays,,,,,,,
SN002632,"adequate, sufficient (that, [pe](pe_3) + clause)",votobo_1,,,,,,,,,,,,,,,s.th.
SN002633,"necessary (that, [pe](pe_3) + Irrealis clause)",votobo_1,,,,,,,,,,,,,,,
SN002634,"desirable, suitable (that, [pe](pe_3) + Irrealis clause) ; corresponding to ‹s.th., s.o.›",votobo_1,,,,,,,,,,,,,,,
SN002635,facing ‹s.th.›,votobo_1,,,,,,,,,,,,,,,
SN002636,"sufficient for ‹s.th., s.o.›",votobo_1,,,,,,,,,,,,,,,
SN002637,variant of [vitoko](vitoko_1),votoko_1,,,,,,,,,,,,,,,
SN002638,"Twin apple, a tree (Apocynaceae)",vovo_1,,,,,,,,,,Neisosperma oppositifolium,Bot,,,,
SN002639,Manta ray,vovoie_1,,,,,,,,,,Manta birostris,Fish,,,,
SN002640,fruit,wa_1,,,,,,,,,,,,,,,plant
SN002641,fruit of indefinite or generic species,wa_vilo_1,,,,,,,,fruit of tree,,,,gen,,,
SN002642,multiplicative prefix for numerals,wa-_1,,,,,,,,,,,,,,,
SN002643,"non-productive prefix, used to derive a noun into another noun, somet. with augmentative meaning",wa-_2,,,,,,,,,,,,,,,
SN002644,Ankle rattle tree,wa_bale_we_Ginio_1,,,The fruit name refers to an unknown character Ginio.,,,,,Ginio's breadfruit,4d704b934e8e9047979d14d479a0296b,Pangium edule,Bot,,,,
SN002645,ankle rattles used in dancing,wa_bale_we_Ginio_1,,,,,,,,,,,,,,,
SN002646,head,wabasa_1,,,,,,,,,,,Anat,,basa_1,,
SN002647,fill up,LX000509,,,,,,,full,,,,,,,,
SN002648,support ‹s.th.› using props,LX000510,,,,,,,,,,,,,,,
SN002649,tease ‹s.o.› with jokes,LX000511,,,,,,,,,,,,,,,
SN002650,"joke, make jokes; make fun",LX000512,,,,,,,,tease words,,,,,,,
SN002651,black,waboro_1,,,,,,,,,,,,,,,
SN002652,"k.o. black stone of volcanic origin (obsidian?). Once ground, it is used to polish objects",voko_waboro_1,,,,,,,,black stone,,,,,,,
SN002653,"round, spherical",wabulubu_1,tepworo_1,,,,,,,,,,,,,,shape
SN002654,kneecap,waburo_1,,,,,,,,tamanu fruit,,,Anat,,,,
SN002655,cup made out of a coconut shell,wabwaero_1,,,,,,,,,,,,,teipu_1,,
SN002656,breast,waero_1,,,,,,,,,,,Anat,,ero_2,,"woman, mammal"
SN002657,"distribute, hand out ‹food, presents+› to several people",LX000513,,,,,,,,,,,,,,,
SN002658,"paddle, row, go on a canoe",LX000514,,,,,,,,,,,,,,,
SN002659,"quake, shake",LX000515,,,,,,,,,,,,,LX000103,,earth
SN002660,shake ‹s.th.›,LX000516,,,,,,,,,,,,,,,"s.o., s.th."
SN002661,"wave, surf of the sea",waiero_1,,,,,,,,,,,Sea,,,,
SN002662,"tidal wave, tsunami",waiero_peini_vono_1,,,,,,,,wave on land,,,,,,,
SN002663,once,waini_1,,,,,,,,,,,,,,,
SN002664,"instruct ‹s.o.› (about s.th., [ñe](LX000313)); show, teach s.o. (how to, [pe](pe_3) + clause)",LX000517,,,,,,,,,,,,,,secundative syntax,
SN002665,"teach ‹s.th.› (to s.o., [ñe](LX000313))",LX000517,,,,,,,,,,,,rare,,indirective syntax,
SN002666,scratch ‹s.th.›,LX000518,,,,,,,,,,,,,,,
SN002667,"good, pleasant, beautiful",wako_1,tamwaliko_1,,,,,,,,,,,,,,
SN002668,useful; of proper conception or quality,wako_1,,,,,,,,,,,,,,,
SN002669,"morally good, of good character; easy-going",wako_1,,,,,,,,,,,,,,,
SN002670,"appropriate, suitable",wako_1,,,,,,,,,,,,,,,
SN002671,"be enough; be over, be done",wako_1,,,,,,,finished,,,,,hence,,with perfect [ka](ka_2),
SN002672,"in a good state, healthy",wako_1,,,,,,,,,,,,,,,s.o.
SN002673,"become healthy, heal",wako_1,,,,,,,,,,,,hence,,dynamic reading,
SN002674,(wishing you a) good…,wako_1,,,,,,,,,,,Disc,,,"in greetings, following a time noun",
SN002675,"properly, well",wako_2,,,,,,,,,,,,,LX000096,,
SN002676,"well, with pleasure",wako_2,,,,,,,,,,,,,,,
SN002677,alright! Expression of approval,wako_3,,,,,,,,,,,,,,,
SN002678,"alright, so…! Interjection used to introduce a new action",wako_3,,,,,,,,,,,Disc,,io_1,foll. by hortative sentence,
SN002679,"once (action V) was finished, then…",wako_4,,,,,,,,,,,Disc,,,in tail-head linkage constructions,
SN002680,then; and,wako_4,,,,,,,,,,,,hence,awoiu_3 ; awoiu_pon_1 ; ponu_2,at the beginning of a clause,
SN002681,"side of the waist, hip",waluko_1,,,,,,,,,,,Anat,,,,leg
SN002682,"bole, trunk, located between the base ([utele](utele_1)) and the branches ([elela](elela_1))",waluko_1,,,,,,,,,,,Bot,,oie_1,,tree
SN002683,"side, bank",waluko_1,,,,,,,,,,,Geo,,tevie_1,,river
SN002684,"side of the waist, hip",waluko_2,,,,,,,,,,,Anat,,,,
SN002685,"a membranophone drum made of a sago tree; not native from Vanikoro, but found in islands further West",waluko_ote_1,,,,,,,,sago trunk,,,Mus,,,,
SN002686,egg,waluluo_1,,,,,,,,,,,,,,,bird+
SN002687,"ask permission (from s.o., [teve](teve_1))",LX000519,,,,,,,,,,,,,LX000533,oblique construction,
SN002688,"ask ‹s.o.› for permission, request",LX000520,,,,,,,,,,,,,,transitive construction,
SN002689,bladder,wamione_1,,,,,,,,,,,Anat,,,,
SN002690,"small – for a plurality of referents (opp. [apilaka](apilaka_1), ‘small: Singular’)",wamtaka_1,,,,,,,,,,,,,,plural sense,s.th.
SN002691,"hide ‹s.th.› (from s.o., [mina](mina_1))",LX000521,,,,,,,,,,,,,,,
SN002692,"hide ‹oneself›, hide (from, [mina](mina_1) ~ [ñe](LX000313))",LX000522,,,,,,,,,,,,,,,s.o.
SN002693,"talk using cryptic words, in order to keep o.'s speech hard to understand for the casual hearer",LX000523,,,,,,,,hide speech,,,,,,,
SN002694,"be angry, upset (at s.o., [ñe](LX000313); for s.th., [ñe](LX000313))",LX000524,,,,,,,,,,,,,,,
SN002695,"heap up, pile up ‹s.th.› in large amounts",LX000525,,,,,,,,,,,,,,,
SN002696,gather ‹people› in one place,LX000525,,,,,,,,,,,,,,,
SN002697,"gather, meet, hold a meeting",LX000526,,,,,,,,,,,,,LX000507,reflexive construction,
SN002698,reheat ‹food that has been previously cooked›,LX000527,,,,,,,,,,,,,,,
SN002699,throat,wasawa_1,,,,,,,,,,,Anat,,awa_1,,
SN002700,"reveal ‹secret, knowledge+› to s.o. ([ñe](LX000313))",LX000528,,,,,,,,,,,,,,,
SN002701,"inform ‹s.o.› of s.th. ([ñe](LX000313)), tell ‹s.o.› about s.th.",LX000528,,,,,,,,,,,,,,different syntax,
SN002702,"make ‹things› come back in order: tidy, straighten, fix ‹s.th.›",LX000529,,,,,,,,,,,,,,,
SN002703,correct ‹mistakes›,LX000529,,,,,,,,,,,,,,,
SN002704,"sort out ‹issues›, settle ‹conflict›",LX000529,,,,,,,,,,,,,,,
SN002705,"arrange, organise ‹s.th.›",LX000529,,,,,,,,,,,,,,,
SN002706,fix ‹a girl›: arrange a romantic relationship with ‹a girl› on behalf of s.o.; betroth ‹a girl› to a boy,LX000529,,,,,,,,,,,,slg,,,
SN002707,"hit ‹s.th.› with a loud noise, bang on ‹s.th.›, using o.'s hands or feet",LX000530,,,,,,,,,,,,,,,
SN002708,stomp on the dancing boards (see [tepapa](tepapa_1)): perform the main dance at the [ngapiene](ngapiene_1) festival,LX000531,,,,,,,,bang on boards,,,Ethn,,,,
SN002709,"point at ‹s.th., s.o.›, indicate",LX000532,,,,,,,,,,,,,,,
SN002710,"request ‹s.th.› (from s.o., [ñe](LX000313) / [teve](teve_1)), enquire about",LX000533,,,,,,,,,,,,,,,
SN002711,"ask a question (from s.o., [ñe](LX000313))",LX000533,,,,,,,,,,,,,LX000519,oblique construction,
SN002712,"tie-beam, horizontal piece of timber",watogobe_1,,,,,,,,,,,Archi,,wavilo_1,,
SN002713,Lined surgeonfish,waviliro_1,,,,,,,,,,Acanthurus lineatus,Fish,,,,
SN002714,piece of timber,wavilo_1,,,Serves as the plural form of [vilo](vilo_1).,,,,,,,,Archi,,watogobe_1,,
SN002715,"the burao plant, esp. insofar as parts of it are used for various functions",wavoro_1,,,"Its bark provides long strips that are made into [kiñe tamate](LX000161), the dancing costume worn together with [tamate](tamate_1) masks.",,,,,,,Hibiscus tiliaceus,Bot,,,,
SN002716,or,we_1,,,,,,,,,,,,,,,
SN002717,"form of the possessive classifier used for food, tools, customary possessions etc. ([enaka](enaka_1)*), with a noun possessor",we_2,ie_2,,,,,,,,,,Gram,,,,
SN002718,(food) for ‹s.o.›,we_2,,,,,,,,,,,,,,,
SN002719,(tool) of ‹s.o.›,we_2,,,,,,,,,,,,,,,
SN002720,"(language, customary knowledge+) of ‹s.o.›",we_2,,,,,,,,,,,,,,,
SN002721,troca shell,webwe_1,,,,,,,,,,Trochus spp,Zool,,,,
SN002722,"armband worn by men during chiefly ceremonies, traditionally made of troca shell",webwe_1,,,,,,,,,295aebbfc8f53b6cf4dbb08fdd34b96c,,Ethn,meton,,,
SN002723,"armband worn by men during chiefly ceremonies or dances, and derived from a sago palm",webwe_1,,,,,"Sago-leaf armbands: ‘To make armbands, you go to the bush, find some sago palms (ba ote), and strip them into narrow bands. Then you take three of those bands, and weave them together into an armband. When it's finished, you can wear them on your arms. You can also stick [loko](loko_1) leaves onto them.’","webwe: Webwe, li-le ne ngogoro li-la ba ote li-kamai; awoiu li-kai. Awoiu li-la kiñe tete peini ba ote ponu, awoiu ka li-vei webwe ñei. Li-vei awoiu, li-koene ne ma idi. Li-ovei pe li-la loko i-vio ene.",,,,,Ethn,hence,,,
SN002724,"paddle, carved in wood",wele_1,,,,,,,,,bfd92b69260057fe00e27683070858ce,,,,,,
SN002725,Whimbrel,welero_1,,,,,,,,,,Numenius phaeopus,Ornith,,,,
SN002726,"lie down, be lying",LX000534,,,,,,,,,,,,,,,s.o.
SN002727,"be located somewhere, in whatever position",LX000534,,,Animate subjects take [~te](LX000416).,,,,,,,,,,,,s.th.
SN002728,"exist, be there",LX000534,,,,,,,,,,,,gen,,,s.th.
SN002729,forms possessive predicates similar to Eng. ‘have’,LX000534,,,,,,,,,,,,hence,,combined with possessed NP,
SN002730,be located somewhere after having be displaced. Usually not translated,LX000535,,,,,,,,,,,,,,resultative serialisation,s.th.
SN002731,"go ahead, go on",LX000535,,,,,,,,,,,,,,,action
SN002732,"on and on, continuously; for a long time",i-wene_i-wene_1,,,,,,,,it stays it stays,,,,,,,
SN002733,"be easy (to s.o., [teve](teve_1))",LX000536,LX000013,,,,,,,be-there unconstrained,,,,,,,
SN002734,belong to ‹s.o.›. Forms possessive predicates equivalent to Eng. ‘have’,LX000537,,,,,,,,be-there with,,,,,LX000496,,
SN002735,"violently push a long, hard object into ‹s.o., s.th.›: pierce, spear, stab, pound+",LX000538,,,,,,,,,,,,,LX000545,,
SN002736,spear ‹fish+›,LX000538,,,,,,,,,,,,,LX000010,,
SN002737,"shoot ‹s.o., s.th.› with arrow",LX000538,,,,,,,,,,,,,,,
SN002738,"pound ‹s.o., s.th.› with the end of a long stick, or any similar implement",LX000538,,,,,,,,,,,,,,,
SN002739,"drive ‹digging stick, [ekuo](ekuo_1)› into the ground, to soften it when planting tubers",LX000538,,,,,,,,,,,,,,,
SN002740,"dig out ‹swamp taro, [vivilo](vivilo_1)› by driving a digging stick into the ground; hence harvest",LX000538,,,Techn: Alocasia taros ([vioe](vioe_1)) are harvested by digging (Cf. [~ae](LX000008)); whereas Colocasia taros ([jebute](jebute_1)) are harvested by pulling (Cf. [~au](LX000050)).,,,,,,,,Techn,,,in gardening,
SN002741,"pound ‹taros, almonds+› in a bowl, using a long and heavy pestle",LX000538,,,,,,,,,,,,,,in cooking,
SN002742,grind ‹kava+› using a longish coral stone or a pestle,LX000538,,,,,,,,,,,,,,,
SN002743,"pin ‹clothes, leaves+› using a needle or a small pointed stick",LX000538,,,,,,,,,,,,,,,
SN002744,"prepare the [mama](mama_1) pudding, by pounding cooked taros and Canarium almonds in a bowl ([monone](monone_1)) with a pestle",LX000539,,,This dish is prepared for important social occasions.,,,,,pound pudding,,,,,,,
SN002745,"prepare the roofing of a house, by pinning together sago leaves",LX000540,,,,,,,,pin sago,,,Techn,,,,
SN002746,Fish-poison tree,wido_1,,,,,,,,,76fb69eab271e8eaa7be49d9377f3c03,Barringtonia asiatica,Bot,,,,
SN002747,week,wik_1,,,,,,,,,,,,,,,
SN002748,"run away, escape (from, [mina](mina_1))",LX000541,,,,,,,,,,,,,,,
SN002749,"carry ‹basket, net+› on o.'s back, hanging from a strap put around forehead",LX000542,,,"This way of carrying is typically used when coming back home from the gardens, whether to carry firewood or harvested food.",,,,,,,,,,,,
SN002750,count,LX000543,,,,,,,,,,,,,,,
SN002751,"list, enumerate ‹several things›, mention one by one",LX000543,,,,,,,,,,,,,,,
SN002752,read,LX000543,,,,,,,,,,,,hence,,,
SN002753,bear fruit,LX000544,,,,,,,,,,,,,,,plant
SN002754,"stick ‹long object: knife+› into s.th.; thrust, drive in",LX000545,,,,,,,,,,,,,,,
