ID,Language_ID,Headword,Part_Of_Speech,1st_Person_SG,3rd_Person_SG,Contains,Entry_IDs,Etymology,Heterosemes,Lovono_Equivalent,Main_Entry,Morphology,Orthographic_Variant,Paradigm_Form,Phonetic_Form,Reduplication_Form,Tanema_Equivalent,Variant_Form
vonukosi_1,tkw,vonukosi,noun,,,,,,,,,,,,fonukosi,,,
LX000504,tkw,~vongo,"verb, intransitive",,,,LX000091 ; LX000388,POc: *paŋan,,~wanga,,,,,(i·)voŋo,,~(a)vango,
LX000505,tkw,~vongo pine,"verb, intransitive",,,LX000504,,,,,,[~vongo](LX000504) + [pine](pine_1),,,,,,
vongoro_1,tkw,vongoro,noun,,,,,POc: *[ka]ŋaRi,,vengere,,,,,foŋoro,,vingara,
voro_1,tkw,voro,noun,,,,tawo_1 ; wavoro_1,,,,,,,,foro,,velvara,
voro_beve_1,tkw,voro beve,noun,,,voro_1,,,,,,,,,,,,
voro_moloe_1,tkw,voro moloe,noun,,,voro_1,,POc: *paRu,,,,,,,,,,
voro_2,tkw,voro,noun,,,,vovoie_1,,,,,,,,foro,,,
voro_bele_voro_1,tkw,voro bele voro,noun,,,voro_2,,,,,,[voro](voro_2) + [bele voro](bele_voro_1),,,,,,
voro_menuko_1,tkw,voro menuko,noun,,,voro_2,,,,,,[voro](voro_2) + [menuko](menuko_1),,,,,,
voro_uvilo_1,tkw,voro uvilo,noun,,,voro_2,,POc: *paRi,,,,[voro](voro_2) + [uvilo](uvilo_1),,,,,,
LX000506,tkw,~votei,"verb, intransitive",,,,,,,,,,,,(i·)votei,,,
LX000507,tkw,~votei piene,verb-object idiom,,,LX000506,,,,,,[~votei](LX000506) ‘’ + [piene](piene_1),,,,,,
LX000508,tkw,~votei i-wene,phrase,,,LX000506,LX000042,,,,,,,,,,,
votobo_1,tkw,votobo,"adjective, transitive",,,,,,,vakabe,,,,,fotoᵐbo,,,
votoko_1,tkw,votoko,adjective,,,,,,,,,,,,fotoko,,,
vovo_1,tkw,vovo,noun,,,,,"Vaeakau-Taumako: faofao 'a tree, Neisosperma oppositifolium'",,,,,,,fofo,,,
vovoie_1,tkw,vovoie,noun,,,,voro_2,,,,,,,,fovoie,,,
wa_1,tkw,wa,"noun, relational",,,,LX000544,,,pwea,,,,,wa,,ve,ua
wa_vilo_1,tkw,wa vilo,noun,,,wa_1,,POc: *puaq,,,,,,,,,,
wa-_1,tkw,wa-,prefix,,,,,POc: *pa[ka]-,,,,,,,,,,
wa-_2,tkw,wa-,prefix,,,,,,,,,Cf. (?) [wa](wa_1) ‘fruit’,,,,,,
wa_bale_we_Ginio_1,tkw,wa bale we Ginio,noun,,,,,,,,,[wa](wa_1) + [bale](bale_1) + [we](we_2) + Ginio,,,wa ᵐbale we Ginio,,,
wabasa_1,tkw,wabasa,"noun, relational",,,,,,,basa,,[basa](basa_1),,,waᵐbasa,,vanbase,
LX000509,tkw,~wabe,"verb, transitive",,,,LX000367 ; LX000230,,,,,,,,(i·)waᵐbe,,,
LX000510,tkw,~wabeiu,"verb, transitive",,,,,,,,,,,,(i·)waᵐbeju,,,
LX000511,tkw,~wablei,"verb, transitive",,,,LX000372,,,,,,,,(i·)waᵐblei,,,~wabilei
LX000512,tkw,~wablei piene,verb-object idiom,,,LX000511,,,,,,,,,,,,
waboro_1,tkw,waboro,adjective,,,,,,,,,Cf. [boro](boro_2) ‘black’,,,waᵐboro,,,
voko_waboro_1,tkw,voko waboro,noun,,,waboro_1,,,,,,,,,,,,
wabulubu_1,tkw,wabulubu,adjective,,,,,,,,,,,,waᵐbuluᵐbu,,,wablubu
waburo_1,tkw,waburo,noun,,,,visibaele_1,,,,,[wa](wa_1) ‘fruit’ + [buro](buro_1) ‘tamanu’,,,waᵐburo,,wabura,
wabwaero_1,tkw,wabwaero,noun,,,,,,,,,,,,waᵐbʷaero,,,
waero_1,tkw,waero,"noun, relational",,,,,,,pwea ure,,[ero](ero_2) ‘breast; milk’,,,waero,,nora,
LX000513,tkw,~waga,"verb, transitive",,,,,,,,,,,,(i·)waᵑga,,,
LX000514,tkw,~wai,"verb, intransitive",,,,kuo_1,,,,,,,,(i·)wai,,,
LX000515,tkw,~wai,"verb, intransitive",,,,,,LX000516,,,,,,(i·)wai,,,
LX000516,tkw,~wai,"verb, transitive",,,,,,LX000515,,,,,,(i·)wai,,,
waiero_1,tkw,waiero,noun,,,,revo_1,,,,,(?) [wa-](wa-_2) + [ero](ero_1) ‘water’,,,wajero,,,
waiero_peini_vono_1,tkw,waiero peini vono,noun,,,waiero_1,,,,,,,,,,,,
waini_1,tkw,waini,adverb,,,,,,,,,,,,waini,,,
LX000517,tkw,~waivo,"verb, transitive",,,,LX000528,,,,,,,,(i·)waivo,,,
LX000518,tkw,~wakale,"verb, transitive",,,,,,,,,,,,(i·)wakale,,~ngakalo,
wako_1,tkw,wako,adjective,,,,LX000536 ; votobo_1 ; awoiu_1 ; li-pe_idi_1,,wako_2 ; wako_3 ; wako_4,vakane,,,,,wako,,apika,
wako_2,tkw,wako,postverb,,,,,,wako_1 ; wako_3 ; wako_4,vakane,,,,,wako,,apika,
wako_3,tkw,wako,interjection,,,,LX000177,,wako_1 ; wako_2 ; wako_4,vakane,,,,,wako,,apika,
wako_4,tkw,wako,coordinator,,,,,,wako_1 ; wako_2 ; wako_3,vakane,,,,,wako,,apika,
waluko_1,tkw,waluko,"noun, relational",,,,utele_1,,waluko_2,,,,,,waluko,,value,
waluko_2,tkw,waluko,noun,,,,,,waluko_1,,,,,,waluko,,value,
waluko_ote_1,tkw,waluko ote,noun,,,,,,,,,[waluko](waluko_1) ‘trunk’ + [ote](ote_1) ‘sago’,,,waluko ote,,,
waluluo_1,tkw,waluluo,"noun, relational",,,,,,,,,,,,waluluo,,alulua,
LX000519,tkw,~wamabu,"verb, intransitive",,,,LX000177,,LX000520,,,,,,(i·)wamaᵐbu,,,
LX000520,tkw,~wamabu,"verb, transitive",,,,,,LX000519,,,,,,(i·)wamaᵐbu,,,
wamione_1,tkw,wamione,noun,,,,,,,,,,,,wamione,,wamimiane,
wamtaka_1,tkw,wamtaka,adjective,,,,,,,"mekeñoko, mikiñoko",,,,,wamtaka,,"pilibine, vilibenge",wamitaka
LX000521,tkw,~wamu,"verb, transitive",,,,,,LX000522,,,,,,(i·)wamu,,,
LX000522,tkw,~wamu,"verb, reflexive",,,,LX000387,,LX000521,,,,,,(i·)wamu,,,
LX000523,tkw,~wamu piene,verb-object idiom,,,LX000521,,,,,,,,,,,,
LX000524,tkw,~wañaka,"verb, intransitive",,,,,,,,,Contraction of [awa](awa_1) + [ini](ini_1) + [~aka](LX000017),,,(i·)waɲaka,,,
LX000525,tkw,~wapio,"verb, transitive",,,,,,LX000526,"~so, ~vesu",,,,,(i·)wapio,,,
LX000526,tkw,~wapio,"verb, reflexive",,,,,,LX000525,"~so, ~vesu",,,,,(i·)wapio,,,
LX000527,tkw,~wapono,"verb, transitive",,,,,,,,,,,,(i·)wapono,,,
wasawa_1,tkw,wasawa,"noun, relational",,,,,,,warene,,[awa](awa_1),,,wasawa,,vasare,
LX000528,tkw,~wasi,"verb, transitive",,,,LX000517,,,,,,,,(i·)wasi,,,
LX000529,tkw,~wasu,"verb, transitive",,,,,,,,,,,,(i·)wasu,,,
LX000530,tkw,~wate,"verb, transitive",,,,,,,,,,,,(i·)wate,,,
LX000531,tkw,~wate tepapa,verb-object idiom,,,LX000530,LX000344,,,,,,,,,,,~viane tepapa
LX000532,tkw,~wate,"verb, transitive",,,,,,,,,,,,(i·)wate,,,
LX000533,tkw,~watebo,"verb, transitive",,,,LX000206,,,,,,,,(i·)wateᵐbo,,~wataba,
watogobe_1,tkw,watogobe,noun,,,,,,,,,,,,watoᵑgoᵐbe,,,
waviliro_1,tkw,waviliro,noun,,,,,POc: *[qa]paliR 'Acanthurus',,,,,,,waviliro,,,
wavilo_1,tkw,wavilo,noun,,,,,,,,,,,,wafilo,,,
wavoro_1,tkw,wavoro,noun,,,,,,,,,[wa-](wa-_2) + [voro](voro_1) ‘Hibiscus’,,,waforo,,,
we_1,tkw,we,coordinator,,,,,,,we,,,,,we,,we,
we_2,tkw,we,possessive,,,,enaka_1,,,a,,,,,we,,"we, ana",
webwe_1,tkw,webwe,noun,,,,,,,,,,,,weᵐbʷe,,vasewora,
wele_1,tkw,wele,noun,,,,kuo_1,POc: *pose,,wile,,,,,wele,,ule,
welero_1,tkw,welero,noun,,,,,,,ulure,,,,,welero,,,
LX000534,tkw,~wene,"verb, intransitive",,,,LX000285,,LX000535,~enu,,,,,(i·)wene,,~eno,
LX000535,tkw,~wene,"2nd verb, intrans.",,,,i-wene_i-wene_1,,LX000534,~enu,,,,,(i·)wene,,~eno,
i-wene_i-wene_1,tkw,i-wene i-wene,construction,,,LX000535,ra_1,POc: *qenop,,,,,,,,,,
LX000536,tkw,~wene moli,"verb, intransitive",,,,,,,,,[~wene](LX000534) ‘lie’ + [moli](moli_1) ‘unconstrained’,,,(i·)wene moli,,,~wen’ moli
LX000537,tkw,~wene teve,construction,,,,,,,,,[~wene](LX000534) ‘lie’ + [teve](teve_1) ‘with’,,,(i·)wene teve,,,~wen’ teve
LX000538,tkw,~wete,"verb, transitive",,,,LX000440 ; LX000064 ; LX000044,,,~vele,,,,,(i·)wete,,~wo,
LX000539,tkw,~wete mama,verb-object idiom,,,LX000538,,,,,,[~wete](LX000538) + [mama](mama_2),,,,,,
LX000540,tkw,~wete otovo,verb-object idiom,,,LX000538,,,,~se walue,,,,,,,~so vaove,
wido_1,tkw,wido,noun,,,,,POc: *putun,,iuda,,,,,wiⁿdo,,,
wik_1,tkw,wik,noun,,,,,Eng: week,,,,,,,wik,,,
LX000541,tkw,~wo,"verb, intransitive",,,,,,,,,,,,(i·)wo,,,
LX000542,tkw,~wo,"verb, transitive",,,,LX000203,,,~vio,,,,,(i·)wo,,~wo,
LX000543,tkw,~wo,"verb, transitive",,,,,,,,,,,,(i·)wo,,,
LX000544,tkw,~wo,"verb, intransitive",,,,wa_1,POc: *puaq,,,,,,,(i·)wo,,,
LX000545,tkw,~woi,"verb, transitive",,,,LX000440 ; LX000550,,,,,,,,(i·)woi,,~eto,
LX000546,tkw,~woi okoro,verb-object idiom,,,,,,,,,[~woi](LX000545) + [okoro](okoro_1),,,(i·)woi okoro,,,
woiote_1,tkw,woiote,locative,,,,,,,waleka,,Cf. [iote](iote_1) ‘other; Indefinite’,,,wojote,,,
LX000547,tkw,~wokobe,"verb, transitive",,,,,,,,,,,,(i·)wokoᵐbe,,,
woku_1,tkw,woku,noun,,,,,,,,,,,,woku,,,
woloko_1,tkw,woloko,noun,,,,,,,,,,,,woloko,,,
wolowolo_1,tkw,wolowolo,noun,,,,,Mota: wolowolo 'across; a cross',,,,,,,wolowolo,,,
LX000548,tkw,~womanga,"verb, transitive",,,,,,,~wamanga,,,,,(i·)womaŋa,,~wamanga,
pe_li-womanga_1,tkw,pe li-womanga,phrase,,,LX000548,,POc: *maŋan 'feed',,,,,,,,,,
womoe_1,tkw,womoe,noun,,,,nengele_moe_1,,,,,,,,womoe,,,
wonone_1,tkw,wonone,noun,,,,,,,,,,,,wonone,,,
wonge_1,tkw,wonge,noun,,,,,,,,,,,,woŋe,,,
wopine_1,tkw,wopine,adjective,,,,dapa_wopine_1,,,evala,,Pl. of [pine](pine_1),,,wopine,,ubwau,
woubo_1,tkw,woubo,noun,,,,vede_1,,,,,,,,wouᵐbo,,wouba,
wowo_1,tkw,wowo,"noun, relational",,,,,,,teme,,,,,wowo,,,
LX000549,tkw,~wowo,"verb, intransitive",,,,,,,,,,,,(i·)wowo,,,
LX000550,tkw,~wowo,"verb, transitive",,,,LX000423,,,~ngoa,,,,,(i·)wowo,,~oa,
LX000551,tkw,~wowo,"verb, transitive",,,,,,,,,,,,(i·)wowo,,,
woworo_1,tkw,woworo,noun,,,,moboro_1,,,,,,,,woworo,,,
